char,cj,wubi98,wubi86,sijiao,zhengma,terra,bopomofo,flypy,ms,zrm,sogou,abc,ziguang,moqi_aux,xh_aux,zrm_aux,lvl
脂,月心日,ex|exj|exjg,ex|exj|exjg,72261,qrk,zhi1|zhi3,ㄓ|ㄓˇ,vi,vi,vi,vi,ai,ui,oo,oo,ov,1.0
脃,月弓日山|月尸竹山,eqc|eqcn,eqcn,77217,qryi,cui4,ㄘㄨㄟˋ,cv,cv,cv,cv,cm,cn,ob,,os,
脄,月大火|重月大火,edo|edoy,edoy,74289,qguo,mei2,ㄇㄟˊ,mw,mz,mz,mz,mq,mk,oh,,oh,
脅,大尸大尸月,eeee,llle,40227,ymyq,xie2|xian4|xi1,ㄒㄧㄝˊ|ㄒㄧㄢˋ|ㄒㄧ,xp|xm|xi,xx|xm|xi,xx|xm|xi,xx|xm|xi,xx|xw|xi,xd|xf|xi,lo,,ol,
脆,月弓一山,eqd|eqdb,eqd|eqdb,77212,qrg|qrgy,cui4,ㄘㄨㄟˋ,cv,cv,cv,cv,cm,cn,ov,ov,ow,1.0
脇,月大尸尸,eeee,elll,74227,qyyy,xie2,ㄒㄧㄝˊ,xp,xx,xx,xx,xx,xd,ol,,ox,
脈,月竹竹女,ere|erey,erey,72232,qpr|qprh,mai4|mo4,ㄇㄞˋ|ㄇㄛˋ,md|mo,ml|mo,ml|mo,ml|mo,ml|mo,mp|mo,oy,,op,
脉,月戈弓水,eyn|eyni,eyni,73292,qs|qsk,mai4|mo4,ㄇㄞˋ|ㄇㄛˋ,md|mo,ml|mo,ml|mo,ml|mo,ml|mo,mp|mo,oy,oy,oy,1.0
脊,火金月,iwe|iwef,iwe|iwef,32227,vo|voq,ji2|ji3,ㄐㄧˊ|ㄐㄧˇ,ji,ji,ji,ji,ji,ji,ro,do,od|or,1.0
脋,尸竹尸竹月,vvve,vvve,17227,ydyq,xie2,ㄒㄧㄝˊ,xp,xx,xx,xx,xx,xd,do,,od|ol,
脌,月人手,etgh,erhf,78250,qmmb,nin5,ㄋㄧㄣ˙,nb,nn,nn,nn,nc,ny,on,,on,
脍,月人一戈,ewf|ewfc,ewf|ewfc,78232,qobz|qoz,kuai4,ㄎㄨㄞˋ,kk,ky,ky,ky,kc,ky,oy,os,oh,2.0
脎,月大木|月大戈金|重月大木,ers|ersy,eqs|eqsy,74294,qof,sa4,ㄙㄚˋ,sa,sa,sa,sa,sa,sa,om,om,ou,3.0
脏,月戈土,eo|eof|eofg,eyf|eyfg,70214,qt|qtb,zang4|zang1,ㄗㄤˋ|ㄗㄤ,zh,zh,zh,zh,zh,zs,ot,ot,ov,1.0
脐,月卜大中,eyj|eyjh,eyj|eyjh,70224,qsn|qsnd,qi2,ㄑㄧˊ,qi,qi,qi,qi,qi,qi,oq,ol,oq,1.0
脑,月卜山大,ey|eyr|eyrb,eyb|eybh,70272,qs|qso|qsoz,nao3,ㄋㄠˇ,nc,nk,nk,nk,nk,nq,ox,ok,ox,1.0
脒,月火木|重月火木,eoy,eoy,79294,quf,mi3,ㄇㄧˇ,mi,mi,mi,mi,mi,mi,om,om,om,2.0
脓,月竹月女,epe|epey,epe|epey,74232,qwr|qwrh,nong2,ㄋㄨㄥˊ,ns,ns,ns,ns,ns,nh,oy,on,on,1.0
脔,卜金人月人,yomw,yomw,00227,skoo|slo,luan2|ji1,ㄌㄨㄢˊ|ㄐㄧ,lr|ji,lr|ji,lr|ji,lr|ji,lp|ji,ll|ji,wr,wr,ry|wr|yr,2.0
脕,月弓日山|月尸竹山|重月弓日山|重月尸竹山,eqkq,eqkq,77212,qrjr,wan4|wen4,ㄨㄢˋ|ㄨㄣˋ,wj|wf,wj|wf,wj|wf,wj|wf,wj|wf,wr|ww,oe,,om,
脖,月十月木,efp|efpb,efp|efpb,74247,qew|qewy|qey,bo2|bo1,ㄅㄛˊ|ㄅㄛ,bo,bo,bo,bo,bo,bo,oz,oz,ob|oz,1.0
脗,月心竹口,eqrk,eqrk,77262,qroj,wen3,ㄨㄣˇ,wf,wf,wf,wf,wf,ww,ok,,ok,
脘,月十一山,epf|epfq,epf|epfq,73212,qwbr,wan3|huan4,ㄨㄢˇ|ㄏㄨㄢˋ,wj|hr,wj|hr,wj|hr,wj|hr,wj|hp,wr|hl,oy,oe,ow,2.0
脙,月戈十水,egiy,efiy,73299,qdv|qdvs,xiu1,ㄒㄧㄡ,xq,xq,xq,xq,xr,xj,oq,,oq,
脚,月土戈中,ef|efcb,efcb,77220,qb|qbz|qbzy,jiao3|jue2,ㄐㄧㄠˇ|ㄐㄩㄝˊ,jn|jt,jc|jt,jc|jt,jc|jt,jz|jm,jb|jn,oe,oe,oq,1.0
脛,月一女一,egv|egva,egva,71212,qhbi,jing4|keng1,ㄐㄧㄥˋ|ㄎㄥ,jk|kg,j;|kg,jy|kg,j;|kg,jy|kg,j;|kt,og,,og|oj,
脜,月一月山,edhg,edhg,71262,qan|qanl,you3,ㄧㄡˇ,yz,yb,yb,yb,yb,yz,ob,,oo,
脝,月卜口弓,eybh,eybh,70227,qsjy,heng1,ㄏㄥ,hg,hg,hg,hg,hg,ht,ol,,oh,
脞,月人人土,eww|ewwf,eww|ewwf,78214,qoo|qoob,cuo3|qie1,ㄘㄨㄛˇ|ㄑㄧㄝ,co|qp,co|qx,co|qx,co|qx,co|qx,co|qd,or,ot,oz,3.0
脟,月月木戈,eefy,eefy,72249,qpds,lie4|luan2|pao1,ㄌㄧㄝˋ|ㄌㄨㄢˊ|ㄆㄠ,lp|lr|pc,lx|lr|pk,lx|lr|pk,lx|lr|pk,lx|lp|pk,ld|ll|pq,oc,oc,oc|ol,3.0
脠,月弓大一|月弓大女,ethp,ethp,72241,qymi,shan1|chan1,ㄕㄢ|ㄔㄢ,uj|ij,uj|ij,uj|ij,uj|ij,vj|ej,ir|ar,ov,,oy,
脡,月弓大土,etfp,etfp,72241,qymb,ting3,ㄊㄧㄥˇ,tk,t;,ty,t;,ty,t;,ow,,ot,
脢,月人田卜,etx|etxy,etxu,78257,qmzy,mei2,ㄇㄟˊ,mw,mz,mz,mz,mq,mk,om,,om,
脣,一女月,dfee,dfee,71227,ghq,chun2,ㄔㄨㄣˊ,iy,ip,ip,ip,en,am,io,,io|oi,
脤,月一一女,edfe,edfe,71232,qgh,shen4,ㄕㄣˋ,uf,uf,uf,uf,vf,iw,oi,,oi,
脥,月大人人,edww,edww,74288,qgo|qgoo,qian3|qu1|jie2,ㄑㄧㄢˇ|ㄑㄩ|ㄐㄧㄝˊ,qm|qu|jp,qm|qu|jx,qm|qu|jx,qm|qu|jx,qw|qu|jx,qf|qu|jd,or,,oj,
脦,月戈心心,eany,eany,73240,qhwz,de5|te4|te5,ㄉㄜ˙|ㄊㄜˋ|ㄊㄜ˙,de|te,de|te,de|te,de|te,de|te,de|te,ox,,ot,
脧,月戈金水|重月戈金水,muc|muct,ecwt,73247,qzor,juan1|zui1,ㄐㄩㄢ|ㄗㄨㄟ,jr|zv,jr|zv,jr|zv,jr|zv,jp|zm,jl|zn,ow,,oj,
脨,月木中,eskg,egki,75296,qfj,cu4|ji2,ㄘㄨˋ|ㄐㄧˊ,cu|ji,cu|ji,cu|ji,cu|ji,cu|ji,cu|ji,ou,,ou,
脩,人中竹月|人中人月,whte,whte,27227,nirq,xiu1|you3|tiao2|xiao1,ㄒㄧㄡ|ㄧㄡˇ|ㄊㄧㄠˊ|ㄒㄧㄠ,xq|yz|tn|xn,xq|yb|tc|xc,xq|yb|tc|xc,xq|yb|tc|xc,xr|yb|tz|xz,xj|yz|tb|xb,ro,ro,ro,3.0
脪,月大大月,erd|erdh,eqdh,74227,qogl,xin4|chi1,ㄒㄧㄣˋ|ㄔ,xb|ii,xn|ii,xn|ii,xn|ii,xc|ei,xy|ai,oj,,ox,
脫,月金口山,ewk|ewkq,ewkq,78212,qojr,tuo1,ㄊㄨㄛ,to,to,to,to,to,to,ox,,od,
脬,月月弓木,eeb|eebg,eeb|eebg,72247,qpy|qpya,pao1,ㄆㄠ,pc,pk,pk,pk,pk,pq,oz,oz,of,2.0
脭,月口竹土|月口一土,ekgg,ekgg,76214,qjc,cheng2,ㄔㄥˊ,ig,ig,ig,ig,eg,at,ow,,oi,
脮,月月女,eev|eevg,eevg,72244,qpzm,nei3|tui3,ㄋㄟˇ|ㄊㄨㄟˇ,nw|tv,nz|tv,nz|tv,nz|tv,nq|tm,nk|tn,on,,ot,
脯,月戈十月,esy,ege|egey,73227,qfb,pu2|fu3,ㄆㄨˊ|ㄈㄨˇ,pu|fu,pu|fu,pu|fu,pu|fu,pu|fu,pu|fu,of,of,of,1.0
脰,月一口廿,egku,egku,71218,qaju,dou4,ㄉㄡˋ,dz,db,db,db,db,dz,ob,,od,
脱,月金口山|重月金口山,euk|eukq,euk|eukq,78212,qu|quj|qujr,tuo1|tui4,ㄊㄨㄛ|ㄊㄨㄟˋ,to|tv,to|tv,to|tv,to|tv,to|tm,to|tn,ox,oe,od,1.0
脲,月尸水,eni|eniy,eni|eniy,77292,qxk|qxkv,niao4,ㄋㄧㄠˋ,nn,nc,nc,nc,nz,nb,ou,ou,on,2.0
脳,月火山大,eir|eirb,eiqb,79260,qvoz,nao3,ㄋㄠˇ,nc,nk,nk,nk,nk,nq,ox,,ox,
脴,月一火口,edhk,egik,71269,qgj,pi3,ㄆㄧˇ,pi,pi,pi,pi,pi,pi,ok,,of,
脵,月口一大,ekgd,ekgd,76284,qja|qjag,gu3,ㄍㄨˇ,gu,gu,gu,gu,gu,gu,ot,,ow,
脶,月口人月,ekmw,ekm|ekmw,76227,qjl|qjlo,luo2,ㄌㄨㄛˊ,lo,lo,lo,lo,lo,lo,on,on,og|on,3.0
脷,月竹木弓,etjh,etjh,72200,qmkd,li4,ㄌㄧˋ,li,li,li,li,li,li,od,,ol,
脸,月人一一,ew|ewg|ewgg,ew|ewg|ewgi,78219,q|qo|qob|qobv|qov,lian3,ㄌㄧㄢˇ,lm,lm,lm,lm,lw,lf,oq,oa,oa|oq,1.0
脹,月尸一女,ede|edey,edey,71232,qcha,zhang4|chang2,ㄓㄤˋ|ㄔㄤˊ,vh|ih,vh|ih,vh|ih,vh|ih,ah|eh,us|as,oi,,oi,
脺,月卜人十,eywf,eywf,70248,qsoe,cui4|sui4,ㄘㄨㄟˋ|ㄙㄨㄟˋ,cv|sv,cv|sv,cv|sv,cv|sv,cm|sm,cn|sn,ou,,oz,
脻,月十中人,egvh,egvh,75281,qax|qaxi,jie1,ㄐㄧㄝ,jp,jx,jx,jx,jx,jd,oz,,oj,
脼,月一中月,egmy,egmy,71227,qao|qaoo,liang3|lang3,ㄌㄧㄤˇ|ㄌㄤˇ,ll|lh,ld|lh,ld|lh,ld|lh,lt|lh,lg|ls,or,,ol,
脽,月人土,ewyg,ewyg,70215,qni,shui2,ㄕㄨㄟˊ,uv,uv,uv,uv,vm,in,ov,,ov,
脾,月竹田十,er|ert|ertf,ert|ertf,76240,qne|qned,pi2|pai2|bi4|pi4,ㄆㄧˊ|ㄆㄞˊ|ㄅㄧˋ|ㄆㄧˋ,pi|pd|bi,pi|pl|bi,pi|pl|bi,pi|pl|bi,pi|pl|bi,pi|pp|bi,ou,ou,ob,1.0
脿,月手一女,egey,egey,75232,qcr|qcrh,biao1|biao3|biao4,ㄅㄧㄠ|ㄅㄧㄠˇ|ㄅㄧㄠˋ,bn,bc,bc,bc,bz,bb,oy,oy,ob,3.0
腀,月人一月,ewga,ewga,78227,qoal,lun2,ㄌㄨㄣˊ,ly,lp,lp,lp,ln,lm,oc,,ol,
腁,月卜十十,etgf,etff,72241,qmae,pian2,ㄆㄧㄢˊ,pm,pm,pm,pm,pw,pf,og,,ob,
腂,月田木,ejs|ejsy,ejsy,76294,qkf,lei3|guo4|hua4,ㄌㄟˇ|ㄍㄨㄛˋ|ㄏㄨㄚˋ,lw|go|hx,lz|go|hw,lz|go|hw,lz|go|hw,lq|go|hd,lk|go|hx,og,,og,
腃,月火手山,eugb,eudb,79212,quyy,kui4|quan1|quan2|juan4,ㄎㄨㄟˋ|ㄑㄩㄢ|ㄑㄩㄢˊ|ㄐㄩㄢˋ,kv|qr|jr,kv|qr|jr,kv|qr|jr,kv|qr|jr,km|qp|jp,kn|ql|jl,ov,,oj,
腄,月竹十一,etfa,etgf,72215,qmeb,chui2|hou2|chuai2,ㄔㄨㄟˊ|ㄏㄡˊ|ㄔㄨㄞˊ,iv|hz|ik,iv|hb|iy,iv|hb|iy,iv|hb|iy,em|hb|ec,an|hz|ay,ot,,oi,
腅,月火火,eooy,eooy,79289,quuo,dan4,ㄉㄢˋ,dj,dj,dj,dj,dj,dr,oh,,oy,
腆,月廿月金,em|ema|emaw,ema|emaw,75281,qle|qleo,tian3,ㄊㄧㄢˇ,tm,tm,tm,tm,tw,tf,ob,ob,od,2.0
腇,月竹木女,etv|etvg,etvg,72244,qmzm,nei3,ㄋㄟˇ,nw,nz,nz,nz,nq,nk,on,,ow,
腈,月手一月,egeg,egeg,75227,qcq,jing1,ㄐㄧㄥ,jk,j;,jy,j;,jy,j;,oo,oo,oq,2.0
腉,月竹難山,eeqn,evqn,77212,qnrd,nai2,ㄋㄞˊ,nd,nl,nl,nl,nl,np,oe,,oe,
腊,月廿日,eajg,eaj|eajg,74261,qek,la4|xi1,ㄌㄚˋ|ㄒㄧ,la|xi,la|xi,la|xi,la|xi,la|xi,la|xi,oo,oo,ox,1.0
腋,月卜人大,eywy,eywy,70247,qsnr|qsr,ye4,ㄧㄝˋ,ye,ye,ye,ye,ye,ye,ow,on,oy,1.0
腌,月大中山|月大中女,edj|edjn,edjn,74216,qgk|qgkz,yan1|a1|ang1,ㄧㄢ|ㄚ|ㄤ,yj|aa|ah,yj|oa|oh,yj|aa|ah,yj|oa|oh,yj|oa|oh,yr|oa|os,od,od,od|oy,2.0
腍,月人戈心,ewyn,ewyn,78232,qoxw,ren4|dian4,ㄖㄣˋ|ㄉㄧㄢˋ,rf|dm,rf|dm,rf|dm,rf|dm,rf|dw,rw|df,ox,,on,
腎,尸水月,ahne,ahne,77227,hxq,shen4,ㄕㄣˋ,uf,uf,uf,uf,vf,iw,io,,oy,
腏,月水水水,ecc|eccc,eccc,77247,qxxx,chuo4|zhui4,ㄔㄨㄛˋ|ㄓㄨㄟˋ,io|vv,io|vv,io|vv,io|vv,eo|am,ao|un,oy,,ou|ov,
腐,戈人戈月,owf|owfw,ywfw,00227,tgoo|tnd|tnl,fu3,ㄈㄨˇ,fu,fu,fu,fu,fu,fu,gr,gr,gr|rf,1.0
腑,月戈人戈,eow|eowf,eyw|eywf,70240,qtd|qtn|qtnd,fu3,ㄈㄨˇ,fu,fu,fu,fu,fu,fu,oc,oc,of,2.0
腒,月尸十口,end|endg,endg,77264,qxej,ju1,ㄐㄩ,ju,ju,ju,ju,ju,ju,og,ok,oj,3.0
腓,月中一卜,ehd|ehdd,edjd,71211,qkc,fei2,ㄈㄟˊ,fw,fz,fz,fz,fq,fk,of,of,of,2.0
腔,月十金一,epw|epwa,epw|epwa,73212,qwb|qwbi,qiang1|kong4,ㄑㄧㄤ|ㄎㄨㄥˋ,ql|ks,qd|ks,qd|ks,qd|ks,qt|ks,qg|kh,og,og,ok,1.0
腕,月十弓山,epq|epqb,epq|epqb,73212,qwry|qwy,wan4,ㄨㄢˋ,wj,wj,wj,wj,wj,wr,ov,ov,ow,1.0
腖,月木田,esj|esjg,egji,75296,qfk,dong4,ㄉㄨㄥˋ,ds,ds,ds,ds,ds,dh,od,,od,
腗,月中田中|重月中田中,emgj,emgj,75221,qkan,pi2,ㄆㄧˊ,pi,pi,pi,pi,pi,pi,ow,,ob|oq,
腘,月田一戈,elgy,elgy,76200,qjcs,guo2,ㄍㄨㄛˊ,go,go,go,go,go,go,oy,oy,og,3.0
腙,月十一火,epfi,epfi,73291,qwbk,zong1,ㄗㄨㄥ,zs,zs,zs,zs,zs,zh,ou,ox,oz,3.0
腚,月十一人,epg|epgh,epg|epgh,73281,qwd,ding4,ㄉㄧㄥˋ,dk,d;,dy,d;,dy,d;,oz,or,od,2.0
腛,月尸一土,eng|engf,engf,77214,qxh|qxhb,wo4,ㄨㄛˋ,wo,wo,wo,wo,wo,wo,ot,,ow,
腜,月廿一木,efs|efsy,eafs,74294,qef,mei2,ㄇㄟˊ,mw,mz,mz,mz,mq,mk,om,,om,
腝,月一月大,edmd,edmd,71284,qgg|qggd,ni2|ruan3|nao4|nen4|er2,ㄋㄧˊ|ㄖㄨㄢˇ|ㄋㄠˋ|ㄋㄣˋ|ㄦˊ,ni|rr|nc|nf|er,ni|rr|nk|nf|or,ni|rr|nk|nf|er,ni|rr|nk|nf|or,ni|rp|nk|nf|or,ni|rl|nq|nw|oj,od,,od,
腞,月女弓人,exe|exey,exey,77232,qzg|qzgq,zhuan4|dun4|tu2,ㄓㄨㄢˋ|ㄉㄨㄣˋ|ㄊㄨˊ,vr|dy|tu,vr|dp|tu,vr|dp|tu,vr|dp|tu,ap|dn|tu,ul|dm|tu,ou,,ot|ou,
腟,月十一土,epgf,epgf,73214,qwhb,chi4,ㄔˋ,ii,ii,ii,ii,ei,ai,ot,,ou,
腠,月手大大,edw|edwd,edw|edwd,75284,qca|qcag|qcg,cou4,ㄘㄡˋ,cz,cb,cb,cb,cb,cz,ot,ot,oz,2.0
腡,月月月口,emn|emnk,emnk,77227,qlj,luo2,ㄌㄨㄛˊ,lo,lo,lo,lo,lo,lo,ok,,og|ok,
腢,月田中月,ejm|ejmy,ejmy,76227,qklz,ou3,ㄡˇ,ou,ob,ou,ob,ob,oz,od,,oy,
腣,月卜月月|重月卜月月,eyuh,euph,70227,qswl,di4,ㄉㄧˋ,di,di,di,di,di,di,oj,,od,
腤,月卜廿日,eujg,eujg,70261,qsk,an1,ㄢ,an,oj,an,oj,oj,or,oo,,oy,
腥,月日竹一,ej|ejt|ejtg,ejt|ejtg,76215,qkm|qkmc,xing1,ㄒㄧㄥ,xk,x;,xy,x;,xy,x;,ou,ou,ox,1.0
腦,月女女田,evt|evtr,evtq,72262,qzn|qzno,nao3|nao4,ㄋㄠˇ|ㄋㄠˋ,nc,nk,nk,nk,nk,nq,ox,,oi|ox,
腧,月人一弓|月人一女,ewgj,ewgj,78221,qoa|qok|qoq|qoqk,shu4|yu2,ㄕㄨˋ|ㄩˊ,uu|yu,uu|yu,uu|yu,uu|yu,vu|yu,iu|yu,od,od,oy,2.0
腨,月山一月,emd|emdj,emdj,72227,qlgl,shuan4,ㄕㄨㄢˋ,ur,ur,ur,ur,vp,il,oe,oe,oe,3.0
腩,月十月十,efm|efmf,efm|efmf,74227,qel|qeld,nan3,ㄋㄢˇ,nj,nj,nj,nj,nj,nr,og,og,on,2.0
腪,月月十十,epl|eplh,eplh,77252,qwf|qwfk,yun4,ㄩㄣˋ,yy,yp,yp,yp,yn,ym,oi,,oj,
腫,月竹十土,etgf,etgf,72215,qmkb,zhong3,ㄓㄨㄥˇ,vs,vs,vs,vs,as,uh,ov,,ov,
腬,月弓竹木,ecns,ecbs,77294,qxm|qxmf,rou2,ㄖㄡˊ,rz,rb,rb,rb,rb,rz,om,,or,
腭,月口口尸,ekkn,ekk|ekkn,76227,qjb|qjbz|qjj|qjz,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,ok,ok,oe|ok,2.0
腮,月田心,eln|elny,elny,76230,qkw|qkwz,sai1,ㄙㄞ,sd,sl,sl,sl,sl,sp,ox,ox,os,1.0
腯,月竹十山,erf|erfh,erfh,72264,qpe|qpel,tu2|dun4,ㄊㄨˊ|ㄉㄨㄣˋ,tu|dy,tu|dp,tu|dp,tu|dp,tu|dn,tu|dm,oo,oo,od,3.0
腰,月一田女,es|esv|esvg,esv|esvg,71244,qf|qfm|qfv|qfz|qfzm,yao1,ㄧㄠ,yc,yk,yk,yk,yk,yq,on,on,oy,1.0
腱,月弓大手,evg|evgp,evfp,75240,qyb|qyxb,jian4|qian2,ㄐㄧㄢˋ|ㄑㄧㄢˊ,jm|qm,jm|qm,jm|qm,jm|qm,jw|qw,jf|qf,oy,oz,oj,2.0
腲,月田一女,elge,elge,76232,qkh,wei3,ㄨㄟˇ,ww,wz,wz,wz,wq,wk,oy,,ow,
腳,月金口中,ewwb,ewwb,77220,qojy,jiao3|jue2,ㄐㄧㄠˇ|ㄐㄩㄝˊ,jn|jt,jc|jt,jc|jt,jc|jt,jz|jm,jb|jn,oe,,oq,
腴,月竹難人,eewy,evw|evwy,77287,qno|qnod,yu2,ㄩˊ,yu,yu,yu,yu,yu,yu,or,oy,oy,2.0
腵,月口尸水,enh|enhc,enhc,77247,qxxx,jia1,ㄐㄧㄚ,jx,jw,jw,jw,jd,jx,oy,,oj,
腶,月竹十水,ethc,ewdc,77247,qncq,duan4,ㄉㄨㄢˋ,dr,dr,dr,dr,dp,dl,ou,,od,
腷,月一口田,egkl,egkl,71266,qajk,bi4,ㄅㄧˋ,bi,bi,bi,bi,bi,bi,ot,,of|ot,
腸,月日一竹,ejgr,ejgr,76227,qkr|qkro,chang2,ㄔㄤˊ,ih,ih,ih,ih,eh,as,ow,,oy,
腹,月人日水,etj|etjt,etj|etjt,78247,qm|qmk|qmkr|qmr,fu4,ㄈㄨˋ,fu,fu,fu,fu,fu,fu,ow,ow,of,1.0
腺,月竹日水,eri|eriy,eri|eriy,76292,qn|qnk|qnkv,xian4,ㄒㄧㄢˋ,xm,xm,xm,xm,xw,xf,ou,ou,oq,1.0
腻,月戈心人,eaf|eafy,eaf|eafm,73240,qh|qhbl,ni4,ㄋㄧˋ,ni,ni,ni,ni,ni,ni,ob,or,oe,1.0
腼,月一田中,edl|edlf,edmd,71262,qgj|qgjk,mian3,ㄇㄧㄢˇ,mm,mm,mm,mm,mw,mf,om,om,om,2.0
腽,月日月廿,ejl|ejlg,ejl|ejlg,76212,qkl|qklk,wa4,ㄨㄚˋ,wa,wa,wa,wa,wa,wa,om,om,om|ow,3.0
腾,月火手一,eu|eugg,eud|eudc,79227,qux,teng2,ㄊㄥˊ,tg,tg,tg,tg,tg,tt,om,om,om,1.0
腿,月卜日女,ev|evp|evpy,eve|evep,77233,qw|qwx|qwxo,tui3,ㄊㄨㄟˇ,tv,tv,tv,tv,tm,tn,og,oz,ot,1.0
膀,月卜月尸,eyu|eyuy,eup|eupy,70227,qss|qsu|qsw|qsws,bang3|pang1|pang2|bang4|pang3,ㄅㄤˇ|ㄆㄤ|ㄆㄤˊ|ㄅㄤˋ|ㄆㄤˇ,bh|ph,bh|ph,bh|ph,bh|ph,bh|ph,bs|ps,of,of,op,1.0
膁,月金一金|月竹竹金|月廿難金,euv|euvw,euvo,78237,quxk,qian3|xian4|yan2,ㄑㄧㄢˇ|ㄒㄧㄢˋ|ㄧㄢˊ,qm|xm|yj,qm|xm|yj,qm|xm|yj,qm|xm|yj,qw|xw|yj,qf|xf|yr,oj,,oj,
膂,重卜女月|卜女月,ytee,ytee,08227,smr|syr|syrq,lv3,ㄌㄩˇ,lv,ly,lv,ly,lv,lv,fo,fo,ol,2.0
膃,月田人廿,elw|elwl,elwl,76212,qjol,wa4,ㄨㄚˋ,wa,wa,wa,wa,wa,wa,om,,om|ow,
膄,月竹難水,eeh|eehc,evhc,77247,qnxs,shou4,ㄕㄡˋ,uz,ub,ub,ub,vb,iz,oy,,os,
膅,月戈中口,eov|eovk,eyvk,70265,qtxj,tang2,ㄊㄤˊ,th,th,th,th,th,ts,ok,,ot,
膆,月手一火,egxi,egxi,75293,qcz,su4,ㄙㄨˋ,su,su,su,su,su,su,ox,,os,
膇,月卜竹口,etnp,ewnp,77237,qwmy,zhui4,ㄓㄨㄟˋ,vv,vv,vv,vv,am,un,ol,,ov,
膈,月一口月,egk|egkh,egk|egkh,71227,qajl,ge2,ㄍㄜˊ,ge,ge,ge,ge,ge,ge,og,ol,og,2.0
膉,月金一廿|月廿金廿,euw|euwl,euwl,78212,quol,yi4,ㄧˋ,yi,yi,yi,yi,yi,yi,om,,oy,
膊,月戈月戈|月戈中戈,esf|esfy,egef,73242,qfd|qfds,bo2|po4|lie4,ㄅㄛˊ|ㄆㄛˋ|ㄌㄧㄝˋ,bo|po|lp,bo|po|lx,bo|po|lx,bo|po|lx,bo|po|lx,bo|po|ld,oc,oc,oc|of,1.0
膋,火火月月,oope,oope,99227,uowq,liao2,ㄌㄧㄠˊ,ln,lc,lc,lc,lz,lb,ho,,ho|ob,
膌,月火金月,eiw|eiwe,eiwe,72227,qvoq,ji2,ㄐㄧˊ,ji,ji,ji,ji,ji,ji,oo,,oj,
膍,月竹田心,etlx,etlx,76212,qno|qnrr,pi2,ㄆㄧˊ,pi,pi,pi,pi,pi,pi,ob,,ob,
膎,月月女大,eex|eexd,eexd,72284,qpz|qpzg,xie2,ㄒㄧㄝˊ,xp,xx,xx,xx,xx,xd,od,,ox,
膏,卜口月月,ypk|ypke,ypk|ypke,00227,sjjq|sjw,gao1|gao4,ㄍㄠ|ㄍㄠˋ,gc,gk,gk,gk,gk,gq,wo,wo,og|ok|wo,1.0
膐,卜女人月人,ytew,ytew,08227,syoo,lv3,ㄌㄩˇ,lv,ly,lv,ly,lv,lv,fr,,rl,
膑,月十人金,epr|eprw,epr|eprw,73281,qwo|qwp|qwpo,bin4,ㄅㄧㄣˋ,bb,bn,bn,bn,bc,by,ob,ob,ob,2.0
膒,月尸口口,eak|eakk,eakk,71216,qhj|qhjj,ou1,ㄡ,ou,ob,ou,ob,ob,oz,ok,,oq,
膓,月人日竹,etjr,etjr,78227,qmro,chang2,ㄔㄤˊ,ih,ih,ih,ih,eh,as,ow,,ow|oy,
膔,月戈難心,eoxx,eynx,70212,qtx,lu4|biao1,ㄌㄨˋ|ㄅㄧㄠ,lu|bn,lu|bc,lu|bc,lu|bc,lu|bz,lu|bb,ol,,ol,
膕,月田戈一,ela|elag,elag,76200,qjja,guo2|huo4,ㄍㄨㄛˊ|ㄏㄨㄛˋ,go|ho,go|ho,go|ho,go|ho,go|ho,go|ho,oa,,og,
膖,月卜竹十,etdp,etdp,77235,qwrc,pang1,ㄆㄤ,ph,ph,ph,ph,ph,ps,of,oz,of,
膗,月山人土,emwy,emwy,72215,qln|qlni,chuai2,ㄔㄨㄞˊ,ik,iy,iy,iy,ec,ay,ov,,oc,
膘,月一田火,esfi,esf|esfi,71291,qfbk,biao1|piao3,ㄅㄧㄠ|ㄆㄧㄠˇ,bn|pn,bc|pc,bc|pc,bc|pc,bz|pz,bb|pb,ou,ox,op,2.0
膙,月弓戈戈|月弓口戈,exk|exkj,exkj,76236,qyji,jiang3,ㄐㄧㄤˇ,jl,jd,jd,jd,jt,jg,oi,oi,oq,2.0
膚,卜心田月,hle|hled,hale,21227,ihkq,fu1|lu2,ㄈㄨ|ㄌㄨˊ,fu|lu,fu|lu,fu|lu,fu|lu,fu|lu,fu|lu,ho,,hw,
膛,月火月土,ei|eip|eipf,ei|eip|eipf,79214,qkj|qkjb|qkw,tang2|tang1,ㄊㄤˊ|ㄊㄤ,th,th,th,th,th,ts,ot,ot,ot,1.0
膜,月廿日大,eajd,eajd,74284,qe|qekg,mo2,ㄇㄛˊ,mo,mo,mo,mo,mo,mo,od,od,om,1.0
膝,月木人水,esw|eswi,esw|eswi,74299,qfo|qfok,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,ou,ou,oq|ou,1.0
膞,月十戈戈,egj|egjf,egjf,75243,qfds,zhuan1|zhuan3|chuan3|chun2,ㄓㄨㄢ|ㄓㄨㄢˇ|ㄔㄨㄢˇ|ㄔㄨㄣˊ,vr|ir|iy,vr|ir|ip,vr|ir|ip,vr|ir|ip,ap|ep|en,ul|al|am,oc,,ov,
膟,月卜戈十,eyxf,eyxf,70243,qsze,lv4,ㄌㄩˋ,lv,ly,lv,ly,lv,lv,ou,,ol|ou,
